locus_tag	ftype	length_bp	gene	EC_number	COG	product
KJHEAMEG_01347	CDS	1092	ompF		COG3203	Outer membrane porin F
KJHEAMEG_01348	CDS	153				hypothetical protein
KJHEAMEG_01349	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
KJHEAMEG_01350	CDS	462	lrp_2		COG1522	Leucine-responsive regulatory protein
KJHEAMEG_01351	CDS	1215	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
KJHEAMEG_01352	CDS	1437	alsT_1		COG1115	Amino-acid carrier protein AlsT
KJHEAMEG_01353	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
KJHEAMEG_01354	CDS	1293	intQ		COG0582	Putative defective protein IntQ
KJHEAMEG_01355	CDS	249				hypothetical protein
KJHEAMEG_01356	CDS	240				hypothetical protein
KJHEAMEG_01357	CDS	1110				hypothetical protein
KJHEAMEG_01358	CDS	2928				hypothetical protein
KJHEAMEG_01359	CDS	144				hypothetical protein
KJHEAMEG_01360	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
KJHEAMEG_01361	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
KJHEAMEG_01362	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
KJHEAMEG_01363	CDS	1587	zraS	2.7.13.3		Sensor protein ZraS
KJHEAMEG_01364	CDS	456	zraP		COG3678	Zinc resistance-associated protein
KJHEAMEG_01365	CDS	693				hypothetical protein
KJHEAMEG_01366	CDS	273	hupA			DNA-binding protein HU-alpha
KJHEAMEG_01367	CDS	591			COG3068	putative protein
KJHEAMEG_01368	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
KJHEAMEG_01369	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
KJHEAMEG_01370	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
KJHEAMEG_01371	CDS	489	rsd		COG3160	Regulator of sigma D
KJHEAMEG_01372	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
KJHEAMEG_01373	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
KJHEAMEG_01374	CDS	759	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
KJHEAMEG_01375	CDS	174	thiS		COG2104	Sulfur carrier protein ThiS
KJHEAMEG_01376	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
KJHEAMEG_01377	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
KJHEAMEG_01378	CDS	1011				hypothetical protein
KJHEAMEG_01379	CDS	138				hypothetical protein
KJHEAMEG_01380	CDS	279				hypothetical protein
KJHEAMEG_01381	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
KJHEAMEG_01382	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
KJHEAMEG_01383	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
KJHEAMEG_01384	CDS	498	rplJ		COG0244	50S ribosomal protein L10
KJHEAMEG_01385	CDS	705	rplA		COG0081	50S ribosomal protein L1
KJHEAMEG_01386	CDS	429	rplK		COG0080	50S ribosomal protein L11
KJHEAMEG_01387	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
KJHEAMEG_01388	CDS	384	secE		COG0690	Protein translocase subunit SecE
KJHEAMEG_01389	CDS	891	tuf1_1			Elongation factor Tu 1
KJHEAMEG_01390	CDS	561	torD_2			Chaperone protein TorD
KJHEAMEG_01391	CDS	2280	ynfE_1	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
KJHEAMEG_01392	CDS	558	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
KJHEAMEG_01393	CDS	768				hypothetical protein
KJHEAMEG_01394	CDS	429	uspG		COG0589	Universal stress protein UP12
KJHEAMEG_01395	CDS	1239		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
KJHEAMEG_01396	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
KJHEAMEG_01397	CDS	297	rna_1	4.6.1.21	COG3719	Ribonuclease I
KJHEAMEG_01398	CDS	489	rna_2	4.6.1.21	COG3719	Ribonuclease I
KJHEAMEG_01399	CDS	1464	ttdT		COG0471	L-tartrate/succinate antiporter
KJHEAMEG_01400	CDS	897	citG_2	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
KJHEAMEG_01401	CDS	552	citX_1	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
KJHEAMEG_01402	CDS	1530	citF_1	4.1.3.6	COG3051	Citrate lyase alpha chain
KJHEAMEG_01403	CDS	909	citE_1	4.1.3.6	COG2301	Citrate lyase subunit beta
KJHEAMEG_01404	CDS	297	citD_1		COG3052	Citrate lyase acyl carrier protein
KJHEAMEG_01405	CDS	1077	citC_1	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
KJHEAMEG_01406	CDS	1662	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
KJHEAMEG_01407	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
KJHEAMEG_01408	CDS	1386	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
KJHEAMEG_01409	CDS	573	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
KJHEAMEG_01410	CDS	210	cspE			Cold shock-like protein CspE
KJHEAMEG_01411	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
KJHEAMEG_01412	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
KJHEAMEG_01413	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
KJHEAMEG_01414	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
KJHEAMEG_01415	CDS	954	ybdO_1			putative HTH-type transcriptional regulator YbdO
KJHEAMEG_01416	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
KJHEAMEG_01417	CDS	264				hypothetical protein
KJHEAMEG_01418	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
KJHEAMEG_01419	CDS	1146	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
KJHEAMEG_01420	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
KJHEAMEG_01421	CDS	1902	mrdA_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
KJHEAMEG_01422	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
KJHEAMEG_01423	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
KJHEAMEG_01424	CDS	609	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
KJHEAMEG_01425	CDS	1095	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
KJHEAMEG_01426	CDS	651	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
KJHEAMEG_01427	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
KJHEAMEG_01428	CDS	591	lptE		COG2980	LPS-assembly lipoprotein LptE
KJHEAMEG_01429	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
KJHEAMEG_01430	CDS	291	uxaA	4.2.1.7	COG2721	Altronate dehydratase
KJHEAMEG_01431	CDS	1251	suyB	4.4.1.24		(2R)-sulfolactate sulfo-lyase subunit beta
KJHEAMEG_01432	CDS	954	kdgT_1			2-keto-3-deoxygluconate permease
KJHEAMEG_01433	CDS	1929	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
KJHEAMEG_01434	CDS	474				hypothetical protein
KJHEAMEG_01435	CDS	996	esiB			Secretory immunoglobulin A-binding protein EsiB
KJHEAMEG_01436	CDS	708				hypothetical protein
KJHEAMEG_01437	CDS	1434				hypothetical protein
KJHEAMEG_01438	CDS	630				hypothetical protein
KJHEAMEG_01439	CDS	1473				hypothetical protein
KJHEAMEG_01440	CDS	1680	hscC		COG0443	Chaperone protein HscC
KJHEAMEG_01441	CDS	1239				hypothetical protein
KJHEAMEG_01442	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
KJHEAMEG_01443	CDS	726	glnQ_1			Glutamine transport ATP-binding protein GlnQ
KJHEAMEG_01444	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
KJHEAMEG_01445	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
KJHEAMEG_01446	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
KJHEAMEG_01447	CDS	1590	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
KJHEAMEG_01448	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
KJHEAMEG_01449	CDS	474	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
KJHEAMEG_01450	CDS	1047	ybeZ		COG1702	PhoH-like protein
KJHEAMEG_01451	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
KJHEAMEG_01452	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
KJHEAMEG_01453	CDS	576				hypothetical protein
KJHEAMEG_01454	tRNA	75				tRNA-Gln(ctg)
KJHEAMEG_01455	tRNA	75				tRNA-Gln(ctg)
KJHEAMEG_01456	tRNA	77				tRNA-Met(cat)
KJHEAMEG_01457	tRNA	75				tRNA-Gln(ttg)
KJHEAMEG_01458	tRNA	75				tRNA-Gln(ttg)
KJHEAMEG_01459	tRNA	85				tRNA-Leu(tag)
KJHEAMEG_01460	tRNA	77				tRNA-Met(cat)
KJHEAMEG_01461	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
KJHEAMEG_01462	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
KJHEAMEG_01463	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
KJHEAMEG_01464	CDS	1215	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
KJHEAMEG_01465	CDS	801	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
KJHEAMEG_01466	CDS	1953	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
KJHEAMEG_01467	CDS	1668	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
KJHEAMEG_01468	CDS	1407	chiP			Chitoporin
KJHEAMEG_01469	CDS	333	chiQ			putative lipoprotein ChiQ
KJHEAMEG_01470	CDS	1305	proP_1			Proline/betaine transporter
KJHEAMEG_01471	CDS	1140				hypothetical protein
KJHEAMEG_01472	CDS	1404	ifcA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
KJHEAMEG_01473	CDS	927	catM			HTH-type transcriptional regulator CatM
KJHEAMEG_01474	CDS	453	fur		COG0735	Ferric uptake regulation protein
KJHEAMEG_01475	CDS	531	fldA		COG0716	Flavodoxin 1
KJHEAMEG_01476	CDS	282	ybfE			putative protein YbfE
KJHEAMEG_01477	CDS	771	ybfF	3.1.-.-	COG0596	Esterase YbfF
KJHEAMEG_01478	CDS	543	seqA		COG3057	Negative modulator of initiation of replication
KJHEAMEG_01479	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
KJHEAMEG_01480	CDS	486				hypothetical protein
KJHEAMEG_01481	CDS	1320	potE		COG0531	Putrescine transporter PotE
KJHEAMEG_01482	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
KJHEAMEG_01483	CDS	105				hypothetical protein
KJHEAMEG_01484	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
KJHEAMEG_01485	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
KJHEAMEG_01486	CDS	585	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
KJHEAMEG_01487	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
KJHEAMEG_01488	CDS	1680	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
KJHEAMEG_01489	CDS	207				hypothetical protein
KJHEAMEG_01490	CDS	1422	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
KJHEAMEG_01491	CDS	1482	dtpD		COG3104	Dipeptide permease D
KJHEAMEG_01492	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
KJHEAMEG_01493	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
KJHEAMEG_01494	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
KJHEAMEG_01495	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
KJHEAMEG_01496	CDS	567				ISKra4 family transposase ISCep1
KJHEAMEG_01497	CDS	222				hypothetical protein
KJHEAMEG_01498	CDS	741				hypothetical protein
KJHEAMEG_01499	CDS	1152	rfbD_1	5.4.99.9		UDP-galactopyranose mutase
KJHEAMEG_01500	CDS	894				hypothetical protein
KJHEAMEG_01501	CDS	1134	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
KJHEAMEG_01502	CDS	771				hypothetical protein
KJHEAMEG_01503	CDS	711	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
KJHEAMEG_01504	CDS	1779				hypothetical protein
KJHEAMEG_01505	CDS	834				hypothetical protein
KJHEAMEG_01506	CDS	1950				hypothetical protein
KJHEAMEG_01507	CDS	138				hypothetical protein
KJHEAMEG_01508	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
KJHEAMEG_01509	CDS	1047				hypothetical protein
KJHEAMEG_01510	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
KJHEAMEG_01511	CDS	246				hypothetical protein
KJHEAMEG_01512	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
KJHEAMEG_01513	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
KJHEAMEG_01514	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
KJHEAMEG_01515	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
KJHEAMEG_01516	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
KJHEAMEG_01517	CDS	1209	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
KJHEAMEG_01518	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
KJHEAMEG_01519	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
KJHEAMEG_01520	CDS	126				hypothetical protein
KJHEAMEG_01521	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
KJHEAMEG_01522	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
KJHEAMEG_01523	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
KJHEAMEG_01524	CDS	282				hypothetical protein
KJHEAMEG_01525	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
KJHEAMEG_01526	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
KJHEAMEG_01527	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
KJHEAMEG_01528	CDS	1224				hypothetical protein
KJHEAMEG_01529	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
KJHEAMEG_01530	CDS	525	pal_1		COG2885	Peptidoglycan-associated lipoprotein
KJHEAMEG_01531	CDS	789	cpoB		COG1729	Cell division coordinator CpoB
KJHEAMEG_01532	tRNA	76				tRNA-Lys(ttt)
KJHEAMEG_01533	tRNA	76				tRNA-Val(tac)
KJHEAMEG_01534	tRNA	76				tRNA-Lys(ttt)
KJHEAMEG_01535	tRNA	76				tRNA-Lys(ttt)
KJHEAMEG_01536	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
KJHEAMEG_01537	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
KJHEAMEG_01538	CDS	939	zitB		COG1230	Zinc transporter ZitB
KJHEAMEG_01539	CDS	387				hypothetical protein
KJHEAMEG_01540	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
KJHEAMEG_01541	CDS	546	fumB_1	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
KJHEAMEG_01542	CDS	846	ttdA_2	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
KJHEAMEG_01543	CDS	891	cynR			HTH-type transcriptional regulator CynR
KJHEAMEG_01544	CDS	927	yjiE_1			HTH-type transcriptional regulator YjiE
KJHEAMEG_01545	CDS	1269				hypothetical protein
KJHEAMEG_01546	CDS	246	oadG_2	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
KJHEAMEG_01547	CDS	1776	oadA_1	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
KJHEAMEG_01548	CDS	330				hypothetical protein
KJHEAMEG_01549	CDS	453				hypothetical protein
KJHEAMEG_01550	CDS	336				hypothetical protein
KJHEAMEG_01551	CDS	474				hypothetical protein
KJHEAMEG_01552	CDS	189				hypothetical protein
KJHEAMEG_01553	tRNA	77				tRNA-Arg(tct)
KJHEAMEG_01554	CDS	564				hypothetical protein
KJHEAMEG_01555	CDS	678				hypothetical protein
KJHEAMEG_01556	CDS	141	ylcG			putative protein YlcG
KJHEAMEG_01557	CDS	612				hypothetical protein
KJHEAMEG_01558	CDS	207				hypothetical protein
KJHEAMEG_01559	CDS	603				hypothetical protein
KJHEAMEG_01560	CDS	240	dinI_2			DNA damage-inducible protein I
KJHEAMEG_01561	CDS	282				hypothetical protein
KJHEAMEG_01562	CDS	213				hypothetical protein
KJHEAMEG_01563	CDS	474				hypothetical protein
KJHEAMEG_01564	CDS	525				hypothetical protein
KJHEAMEG_01565	CDS	348				hypothetical protein
KJHEAMEG_01566	CDS	750	dnaC_3		COG1484	DNA replication protein DnaC
KJHEAMEG_01567	CDS	978				hypothetical protein
KJHEAMEG_01568	CDS	150				hypothetical protein
KJHEAMEG_01569	CDS	144				hypothetical protein
KJHEAMEG_01570	CDS	2928				hypothetical protein
KJHEAMEG_01571	CDS	1110				hypothetical protein
KJHEAMEG_01572	CDS	240				hypothetical protein
KJHEAMEG_01573	CDS	285				hypothetical protein
KJHEAMEG_01574	CDS	1230	intA_3		COG0582	Prophage integrase IntA
KJHEAMEG_01575	CDS	480	rseC		COG3086	Protein RseC
KJHEAMEG_01576	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
KJHEAMEG_01577	CDS	651	rseA			Anti-sigma-E factor RseA
KJHEAMEG_01578	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
KJHEAMEG_01579	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
KJHEAMEG_01580	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
KJHEAMEG_01581	CDS	1335	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
KJHEAMEG_01582	CDS	900	yofA		COG0583	HTH-type transcriptional regulator YofA
KJHEAMEG_01583	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
KJHEAMEG_01584	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
KJHEAMEG_01585	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
KJHEAMEG_01586	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
KJHEAMEG_01587	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
KJHEAMEG_01588	CDS	681				hypothetical protein
KJHEAMEG_01589	CDS	2661	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
KJHEAMEG_01590	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
KJHEAMEG_01591	CDS	324				hypothetical protein
KJHEAMEG_01592	CDS	1302	kgtP			Alpha-ketoglutarate permease
KJHEAMEG_01593	CDS	456				hypothetical protein
KJHEAMEG_01594	CDS	522				hypothetical protein
KJHEAMEG_01595	CDS	624				hypothetical protein
KJHEAMEG_01596	CDS	258				hypothetical protein
KJHEAMEG_01597	CDS	339				hypothetical protein
KJHEAMEG_01598	CDS	615				hypothetical protein
KJHEAMEG_01599	CDS	486				hypothetical protein
KJHEAMEG_01600	CDS	420				hypothetical protein
KJHEAMEG_01601	CDS	303				hypothetical protein
KJHEAMEG_01602	CDS	351				hypothetical protein
KJHEAMEG_01603	CDS	495				hypothetical protein
KJHEAMEG_01604	CDS	1734				hypothetical protein
KJHEAMEG_01605	CDS	183				hypothetical protein
KJHEAMEG_01606	CDS	1242				hypothetical protein
KJHEAMEG_01607	CDS	651				hypothetical protein
KJHEAMEG_01608	CDS	111				hypothetical protein
KJHEAMEG_01609	CDS	1119				hypothetical protein
KJHEAMEG_01610	CDS	201				hypothetical protein
KJHEAMEG_01611	CDS	324				hypothetical protein
KJHEAMEG_01612	CDS	405				hypothetical protein
KJHEAMEG_01613	CDS	513				hypothetical protein
KJHEAMEG_01614	CDS	561				hypothetical protein
KJHEAMEG_01615	CDS	165				hypothetical protein
KJHEAMEG_01616	CDS	1497				hypothetical protein
KJHEAMEG_01617	CDS	357				hypothetical protein
KJHEAMEG_01618	CDS	327				hypothetical protein
KJHEAMEG_01619	CDS	1932				hypothetical protein
KJHEAMEG_01620	CDS	1341				hypothetical protein
KJHEAMEG_01621	CDS	1059				hypothetical protein
KJHEAMEG_01622	CDS	534				hypothetical protein
KJHEAMEG_01623	CDS	414				hypothetical protein
KJHEAMEG_01624	CDS	639				hypothetical protein
KJHEAMEG_01625	CDS	393				hypothetical protein
KJHEAMEG_01626	CDS	588				hypothetical protein
KJHEAMEG_01627	CDS	384				hypothetical protein
KJHEAMEG_01628	CDS	1098				hypothetical protein
KJHEAMEG_01629	CDS	570				hypothetical protein
KJHEAMEG_01630	CDS	150				hypothetical protein
KJHEAMEG_01631	CDS	1008				hypothetical protein
KJHEAMEG_01632	CDS	420	umuD	3.4.21.-	COG1974	Protein UmuD
KJHEAMEG_01633	CDS	1269	umuC		COG0389	Protein UmuC
KJHEAMEG_01634	CDS	213	cspJ			Cold shock-like protein CspJ
KJHEAMEG_01635	CDS	1197	ompN_1		COG3203	Outer membrane porin N
KJHEAMEG_01636	CDS	300	yedR			Inner membrane protein YedR
KJHEAMEG_01637	CDS	696	yedJ		COG1418	putative protein YedJ
KJHEAMEG_01638	CDS	1431	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
KJHEAMEG_01639	CDS	471	vsr	3.1.-.-	COG3727	Very short patch repair protein
KJHEAMEG_01640	CDS	921	yedA			putative inner membrane transporter YedA
KJHEAMEG_01641	CDS	912	yedI		COG2354	Inner membrane protein YedI
KJHEAMEG_01642	CDS	186				hypothetical protein
KJHEAMEG_01643	CDS	1713	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
KJHEAMEG_01644	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
KJHEAMEG_01645	CDS	228				hypothetical protein
KJHEAMEG_01646	CDS	195	dsrB			Protein DsrB
KJHEAMEG_01647	CDS	624	rcsA_1		COG2771	Transcriptional regulatory protein RcsA
KJHEAMEG_01648	CDS	795	fliR		COG1684	Flagellar biosynthetic protein FliR
KJHEAMEG_01649	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
KJHEAMEG_01650	CDS	738	fliP		COG1338	Flagellar biosynthetic protein FliP
KJHEAMEG_01651	CDS	378	fliO		COG3190	Flagellar protein FliO
KJHEAMEG_01652	CDS	414	fliN		COG1886	Flagellar motor switch protein FliN
KJHEAMEG_01653	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
KJHEAMEG_01654	CDS	468				hypothetical protein
KJHEAMEG_01655	CDS	1218	fliK		COG3144	Flagellar hook-length control protein
KJHEAMEG_01656	CDS	444	fliJ		COG2882	Flagellar FliJ protein
KJHEAMEG_01657	CDS	1371	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
KJHEAMEG_01658	CDS	708	fliH		COG1317	Flagellar assembly protein FliH
KJHEAMEG_01659	CDS	996	fliG		COG1536	Flagellar motor switch protein FliG
KJHEAMEG_01660	CDS	1683	fliF		COG1766	Flagellar M-ring protein
KJHEAMEG_01661	CDS	315	fliE		COG1677	Flagellar hook-basal body complex protein FliE
KJHEAMEG_01662	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
KJHEAMEG_01663	CDS	1206				hypothetical protein
KJHEAMEG_01664	CDS	426				hypothetical protein
KJHEAMEG_01665	CDS	1485	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
KJHEAMEG_01666	CDS	369	fliT			Flagellar protein FliT
KJHEAMEG_01667	CDS	408	fliS		COG1516	Flagellar secretion chaperone FliS
KJHEAMEG_01668	CDS	1404	fliD		COG1345	Flagellar hook-associated protein 2
KJHEAMEG_01669	CDS	231				hypothetical protein
KJHEAMEG_01670	CDS	102				hypothetical protein
KJHEAMEG_01671	CDS	1785	sspH2_1	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SspH2
KJHEAMEG_01672	CDS	597	sspH2_2	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SspH2
KJHEAMEG_01673	CDS	696				hypothetical protein
KJHEAMEG_01674	CDS	243				hypothetical protein
KJHEAMEG_01675	CDS	3363				hypothetical protein
KJHEAMEG_01676	CDS	507				hypothetical protein
KJHEAMEG_01677	CDS	738				hypothetical protein
KJHEAMEG_01678	CDS	699				hypothetical protein
KJHEAMEG_01679	CDS	330				hypothetical protein
KJHEAMEG_01680	CDS	1797				hypothetical protein
KJHEAMEG_01681	CDS	696				hypothetical protein
KJHEAMEG_01682	CDS	243				hypothetical protein
KJHEAMEG_01683	CDS	3351				hypothetical protein
KJHEAMEG_01684	CDS	543				hypothetical protein
KJHEAMEG_01685	CDS	738				hypothetical protein
KJHEAMEG_01686	CDS	696				hypothetical protein
KJHEAMEG_01687	CDS	534	sodC1	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn] 1
KJHEAMEG_01688	CDS	498	ail_1		COG3637	Attachment invasion locus protein
KJHEAMEG_01689	CDS	333				hypothetical protein
KJHEAMEG_01690	CDS	1794				hypothetical protein
KJHEAMEG_01691	CDS	615				hypothetical protein
KJHEAMEG_01692	CDS	243				hypothetical protein
KJHEAMEG_01693	CDS	2373				hypothetical protein
KJHEAMEG_01694	CDS	825				hypothetical protein
KJHEAMEG_01695	CDS	795				hypothetical protein
KJHEAMEG_01696	CDS	252				hypothetical protein
KJHEAMEG_01697	CDS	399				hypothetical protein
KJHEAMEG_01698	CDS	750				hypothetical protein
KJHEAMEG_01699	CDS	402				hypothetical protein
KJHEAMEG_01700	CDS	567				hypothetical protein
KJHEAMEG_01701	CDS	267				hypothetical protein
KJHEAMEG_01702	CDS	324				hypothetical protein
KJHEAMEG_01703	CDS	2055	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
KJHEAMEG_01704	CDS	1548				hypothetical protein
